Link Text,URL
Mandatory training for records management and controlled unclassified information,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2022/NAV22269.txt?ver=Qo1u6ffaNfALWvleB3E6JQ%3d%3d
Fiscal Year 2022 General Military Training Requirement,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2021/NAV21188.txt?ver=OggiGumBrulYkRPDiApGQg%3d%3d
Fiscal Year 2021 General Military Training Requirement,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2020/NAV20240.txt
My Navy Portal,https://my.navy.mil/
CAC MNP,https://mnp.navy.mil/
MNP Help Desk,https://nesd-dwp.onbmc.mil/
MILPERSMAN 1910-202,https://www.mynavyhr.navy.mil/Portals/55/Reference/MILPERSMAN/1000/1900Separation/1910-202.pdf
Court martial,https://www.military.com/benefits/military-legal-matters/courts-martial-explained.html
Judge Advocate General’s (JAG),https://www.jag.navy.mil/
Navy Trial Results,https://www.jag.navy.mil/military-justice/trial-results/
PSD,https://www.mynavyhr.navy.mil/Support-Services/Pay-Pers-Support/
Navy Personnel Command,https://www.mynavyhr.navy.mil/Navy-Personnel-Command/
Support & Services,https://www.mynavyhr.navy.mil/Support-Services/
MyNavy Career Center,https://www.mynavyhr.navy.mil/Support-Services/MyNavy-Career-Center/
Pers Pay Support,https://www.mynavyhr.navy.mil/Support-Services/MyNavy-Career-Center/Pers-Pay-Support/
CPPA Resources,https://www.mynavyhr.navy.mil/Support-Services/MyNavy-Career-Center/Pers-Pay-Support/CPPA-Resources/
Navy Personnel Command,https://www.mynavyhr.navy.mil/
References,https://www.mynavyhr.navy.mil/References/
Pay & Benefits,https://www.mynavyhr.navy.mil/References/Pay-Benefits/
Navy Personnel and Pay (NP2) System Fact Sheet,https://www.mynavyhr.navy.mil/Portals/55/Support/PayPers/CPCResources/FACT_SHEET_%20NP2_CPPA_OCT_%20Update_29OCT.pdf?ver=hNkOm6oVQqeITLGwoBIjdQ%3d%3d
CPPA Handbook,https://www.mynavyhr.navy.mil/Portals/55/Support/PayPers/CPCResources/CPPA_HANDBOOK_12JUN2025.pdf?ver=_Fh07EvUMQqPCWwV8Cta_Q%3d%3d
CPPA SOP,https://www.mynavyhr.navy.mil/Support-Services/MyNavy-Career-Center/Pers-Pay-Support/CPPA-Resources/SOP-Library/
CPPA Toolbox,https://www.mynavyhr.navy.mil/Portals/55/Support/PayPers/CPCResources/CPPA_%20Toolbox_%20Information_%20Sheet_Rev_02-2024.pdf?ver=h6I5USTpjXa5hUVjUSaPRQ%3d%3d
Salesforce,https://navynpc.my.salesforce.mil/
Library,https://www.mynavyhr.navy.mil/Support-Services/MyNavy-Career-Center/Pers-Pay-Support/TRIAD-Resources/Salesforce-Library/
Reserve Pay Advocacy Team (RPAT),https://private.navyreserve.navy.mil/cnrfc/N-Codes/N1/CNRFC_N11/SitePages/Home.aspx
Cross Assignment (CA),"https://www.navyreserve.navy.mil/News/Article-View-News/Article/2543653/tnr-almanac-administrative-essentials/#OPERATIONAL,%20ADMINISTRATIVE%20AND%20CROSS%20ASSIGNMENT"
"Operational, Administrative, and Cross Assignment","https://www.navyreserve.navy.mil/News/Article-View-News/Article/2543653/tnr-almanac-administrative-essentials/#OPERATIONAL,%20ADMINISTRATIVE%20AND%20CROSS%20ASSIGNMENT"
Flank Speed,https://webmail.apps.mil/mail/
11MAY2021 Press Release,https://www.navy.mil/Press-Office/Press-Releases/display-pressreleases/Article/2602863/flank-speed-navys-transition-to-improved-microsoft-365-cloud-collaboration/
Transition Info,https://www.navyreserve.navy.mil/Resources/Flank-Speed-Transition/
FAQ,https://portal.secnav.navy.mil/orgs/OPNAV/N2N6/DDCION/FlankSpeed
"Flank Speed 101 Brief, Flank Speed “Slick Sheets",https://portal.secnav.navy.mil/orgs/OPNAV/N2N6/DDCION/FlankSpeed/Shared%20Documents/FlankSpeed_101_SlickSheet_v3.pdf
Flank Speed SharePoint,https://private.navyreserve.navy.mil/rcc/NRSE_FW/N6%20Flank%20Speed/Forms/AllItems.aspx?InitialTabId=Ribbon%2ERead&VisibilityContext=WSSTabPersistence
https://portal.apps.mil,https://portal.apps.mil/
Fathom@us.navy.mil,mailto:Fath%6Fm@us%2E%6E%61v%79.mil
Navy Personnel Command,https://www.mynavyhr.navy.mil/
Career Management,https://www.mynavyhr.navy.mil/Career-Management/
Career Counseling,https://www.mynavyhr.navy.mil/Career-Management/Career-Counseling/
C-WAY,https://www.mynavyhr.navy.mil/Career-Management/Career-Counseling/C-WAY/
C-WAY,https://www.mynavyhr.navy.mil/Career-Management/Career-Counseling/C-WAY/
User Guide,https://www.mynavyhr.navy.mil/Portals/55/Career/CareerCounseling/C-WAY%20USER%20GUIDE%20(Rev%2027%20Aug%202019).pdf?ver=dxZdWUnxjvx2Jj76KBrhjw%3d%3d
Cybersecurity,https://www.doncio.navy.mil/TagResults.aspx?ID=28
Officer To Lose 1/3 Of Retirement Pay,https://www.military.com/paycheck-chronicles/2014/07/24/officer-loses-13-retirement-pay
COMNAVRESFORINST 1120.3C,https://www.navyreserve.navy.mil/Portals/35/1120.3C.pdf
Navy Reserve Onboarding Website,https://www.navyreserve.navy.mil/Onboarding/
NAVADMIN 101/19,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2019/NAV19101.txt?ver=VdVB3_K-De1JdycfQ1Vdcw%3D%3D
ODS Student Required Knowledge Sheet,https://www.netc.navy.mil/Portals/46/NSTC/OTCN/docs/ODS%20Student%20Required%20Knowledge%20Sheet%20February%202020.pdf
Handbook,https://www.navyreserve.navy.mil/Portals/35/Documents/Reserve%20Sailor%20Integration/DCO%20Handbook%20V2%20Jun23.pdf?ver=YXJd07ItzAAUp8vn_iaSfw%3d%3d
Officer Development School (ODS),https://www.netc.navy.mil/Commands/Naval-Service-Training-Command/OTCN/ODS/
OTC_Admin@navy.mil,mailto:OT%43_%41dm%69n@%6Eavy.mil
Officer Training Command Newport (OTC),https://www.netc.navy.mil/NSTC/OTCN/
DCS,https://www.dcs.apps.mil/
fact sheet,https://disa.mil/-/media/Files/DISA/Fact-Sheets/DCS-FactSheet_-APR-2019.ashx?la=en&hash=F5BBADCE4EE6AA27717F594BB0FC95A7767A5ABA
disa.gsd.apps@mail.smil.mil,mailto:d%69sa.gs%64%2Eapps@ma%69l.smil.m%69l
RAPIDS SITE LOCATOR,https://idco.dmdc.osd.mil/idco/
askmncc@navy.mil,mailto:%61%73kmncc@na%76y.mil
MNCC Chat,https://my.navy.mil
"Certificate of Uniformed Service (DD 214,DD 214-1, DD 214C, DD 214WS, and DD 215) BUPERINST 1900.8F",https://www.mynavyhr.navy.mil/Portals/55/Reference/Instructions/BUPERS/BUPERSINST%201900.8.pdf?ver=vgefyM2llpDc9a5aEAxjfg%3d%3d
This form is controlled,https://www.esd.whs.mil/Directives/forms/dd0001_0499/DD214-1/
askmncc@navy.mil,mailto:%61%73kmncc@na%76y.mil
MNCC Chat,https://my.navy.mil
DD-214-1: Through the Eyes of a Reservist,https://www.navyreserve.navy.mil/news/article-view-news/article/4152818/dd-214-1-through-the-eyes-of-a-reservist/
Navy to issue DD-214-1 to Reservists separating Feb. 1 or later,https://www.navy.mil/Press-Office/News-Stories/Article/4038567/navy-to-issue-dd-214-1-to-reservists-separating-feb-1-or-later/
RAPIDS SITE LOCATOR,https://idco.dmdc.osd.mil/idco/
DEERS,https://tricare.mil/deers
Tricare,https://www.tricare.mil/
Common Access Card (CAC),https://www.cac.mil/
Military.com,https://www.military.com/
Defense Enrollment Eligibility Reporting System (DEERS),https://www.military.com/benefits/tricare/defense-enrollment-eligibility-reporting-system-deers.html#2
Online Appointment,https://idco.dmdc.osd.mil/idco/
"How to Get or Renew a Military ID Card for Spouses, Dependents, Veterans and Retirees",https://www.militaryonesource.mil/military-basics/new-to-the-military/military-id-and-cac-cards-for-military-community/
AMPS (Account Management and Provisioning System),https://amps.dla.mil/ampssplashscreen/faces/index.jspx?_adf.ctrl-state=yiovbv8we_14
MEBS (Mapping Enterprise Business System),https://www.dla.mil/Working-With-DLA/Applications/Details/Article/2925774/mebs-mapping-enterprise-business-system/
Navy Personnel Command,https://www.mynavyhr.navy.mil/
Career Management,https://www.mynavyhr.navy.mil/Career-Management/
Detailing,https://www.mynavyhr.navy.mil/Career-Management/Detailing/
MyNavy Assignment (MNA),https://mynavyassignment.dc3n.navy.mil/
Enlisted Detailing,https://www.mynavyhr.navy.mil/Career-Management/Detailing/Enlisted/
Officer Detailing,https://www.mynavyhr.navy.mil/Career-Management/Detailing/Officer/
Officer Detailer,https://www.mynavyhr.navy.mil/Career-Management/Detailing/Officer/
Navy Personnel Command,https://www.mynavyhr.navy.mil/
Career Management,https://www.mynavyhr.navy.mil/Career-Management/
Detailing,https://www.mynavyhr.navy.mil/Career-Management/Detailing/
Enlisted,https://www.mynavyhr.navy.mil/Career-Management/Detailing/Enlisted/
Detailing Marketplace,https://www.mynavyhr.navy.mil/Career-Management/Detailing/Enlisted/Detailing-Marketplace/
Senior Enlisted Marketplace (SEM),https://www.mynavyhr.navy.mil/Career-Management/Detailing/Enlisted/Senior-Enlisted-Marketplace/
PSD,https://www.mynavyhr.navy.mil/Support-Services/Pay-Pers-Support/
full DoD Dictionary may be found on JEL+,https://jdeis.js.mil/jdeis/index.jsp?pindex=4
Military Benefits,https://militarybenefits.info/military-discounts/
DJRS (Dive Jump Reporting System),https://afsas.safety.af.mil
DoD SAFE,https://safe.apps.mil/?utm_source=mnp%20public
DoD Secure Access File Exchange (SAFE),https://dl.dod.cyber.mil/wp-content/uploads/dcs/pdf/unclass-DoD_SAFE_FAQs_v1.2.pdf
NAVADMIN 210/19,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2019/NAV19210.txt?ver=LkIGbbvo6b-rIkDBlGVTEw%3D%3D
DON Issuances,https://www.secnav.navy.mil/doni/default.aspx
Flank Speed SharePoint Online (SPO),https://flankspeed.sharepoint-mil.us/sites/RM_Home
Sundown Of Taskers Version Five And Task Management Update,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2019/NAV19133.txt?ver=I4Oo-6cNRnvF9hEppornKA%3D%3D
"Implementation Of The Department Of Navy Tasks, Records, And Consolidated Knowledge Enterprise Repository For Task Managemen",https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2017/NAV17105.txt?ver=iqzerU6raruzykLVoKv17Q%3D%3D
DSCATS,https://dscats.navy.mil
NEPLOs Provide Support for Presidential Inauguration,https://www.navyreserve.navy.mil/News/Article-View-News/Article/2482674/neplos-provide-support-for-presidential-inauguration/
PSD,https://www.mynavyhr.navy.mil/Support-Services/Pay-Pers-Support/
Defense Travel System,https://dtsproweb.defensetravel.osd.mil/dts-app/pubsite/all/view
New DTS,https://my.navsup.navy.mil/apps/sites/ccpmd_dts/
re-register their CAC,https://my.navsup.navy.mil/registration
Help Accessing DTS,https://dtsproweb.defensetravel.osd.mil/dts-app/pubsite/all/first
Travel Assistance Center (TAC),https://www.defensetravel.dod.mil/site/tac.cfm
Travel Explorer (TraX),https://www.defensetravel.dod.mil/neoaccess/login.php
Defense Travel Management Office,https://www.defensetravel.dod.mil/
FY-23 Inactive Duty Training Travel Reimbursement (IDT-R) Policy and Procedures,https://www.navyreserve.navy.mil/Resources/Official-RESFOR-Guidance/Notices/
Enhanced for Drill Management,https://www.nsips.navy.mil/nsipsclo_landing/index.html
NSIPS,https://www.nsips.cloud.navy.mil
nesd@nesd-mail.onbmc.mil,mailto:%6E%65%73d@ne%73d-mail.onbmc.mil
RESPERSMAN 1570-010,https://www.navyreserve.navy.mil/Portals/35/Documents/RESPERMAN/1500%20Inactive%20Duty%20Training%20Annual%20Training/1570-010%20Inactive%20Duty%20Training%20Administration.pdf?ver=YOMoIJxF56BNXVznhwc0zQ%3d%3d
RESPERSMAN 1001-010,https://www.navyreserve.navy.mil/Portals/35/Documents/RESPERMAN/1000%20Reserve%20Military%20Personnel/1001-010%20Satisfactory%20Participation%20in%20the%20Navy%20Reserve.pdf?ver=7mtrPwrflL5_a7k22F3-0g%3d%3d
Navy eLearning,https://learning.nel.navy.mil/
Help Desk,https://nesd-dwp.onbmc.mil
Chat,https://nesd-dwp.onbmc.mil
need@nesd-mail.onbmc.mil,mailto:need@nes%64-%6Dail.on%62mc.mil
My,https://my.navy.mil/
My Navy Portal,https://my.navy.mil/
CAC MNP,https://mnp.navy.mil/
STATUS,https://my.navy.mil/
MNP Help Desk,https://nesd-dwp.onbmc.mil/
Common Military Training,https://www.mnp.navy.mil/group/training-education-qualifications/cmt
NETC,https://www.netc.navy.mil/
MyEducation,https://myeducation.netc.navy.mil/webta/
Transfer of Education Benefits (TEB),https://milconnect.dmdc.osd.mil/milconnect/public/faq/Education_Benefits-How_to_Transfer_Benefits
Navy Personnel Command,https://www.mynavyhr.navy.mil/
Career Management,https://www.mynavyhr.navy.mil/Career-Management/
Reserve Personnel Mgmt,https://www.mynavyhr.navy.mil/Career-Management/Reserve-Personnel-Mgmt/
Points FAQ,https://www.mynavyhr.navy.mil/Career-Management/Reserve-Personnel-Mgmt/Points-FAQ/
Education Counselor Fleet Engagement Teams,https://www.navycollege.navy.mil/commands/fleet-engagement
E-Leave,https://nsips.navy.mil
ESR,https://nsipsprod-sdni.nmci.navy.mil
NSIPS,https://www.nsips.cloud.navy.mil
My Navy Portal,https://my.navy.mil/
CAC MNP,https://mnp.navy.mil/
nesd@nesd-mail.onbmc.mil,mailto:%6Eesd@nesd-ma%69l%2Eo%6Ebm%63.mil
NAVPERS Form 1336/3,https://www.mynavyhr.navy.mil/Portals/55/Reference/Forms/NAVPERS/NAVPERS_1336-3_Rev10-11.pdf
Electronic Health Assessments (eHA),https://eha.health.mil/EHA
Old Link,https://data.nmcphc.med.navy.mil/eha
New Website For Navy And Marine Corps Electronic Health Assessments,https://www.militaryspot.com/resources/new-website-navy-marine-corps-electronic-health-assessments
Flank Speed,https://webmail.apps.mil/mail/
https://portal.apps.mil,https://portal.apps.mil/
https://webmail.east.nmci.navy.mil,https://webmail.east.nmci.navy.mil/
https://webmail.east.cloud.navy.mil,https://webmail.east.cloud.navy.mil/
https://webmail.west.nmci.navy.mil,https://webmail.west.nmci.navy.mil/
https://webmail.west.cloud.navy.mil,https://webmail.west.cloud.navy.mil
https://webmail.cloud.navy.mil,https://webmail.cloud.navy.mil/
https://mail.eu.navy.mil/owa,https://mail.eu.navy.mil/owa
https://mail.fe.navy.mil/owa,https://mail.fe.navy.mil/owa
https://mail.me.navy.mil/owa,https://mail.me.navy.mil/owa
https://webmail.ncte.hpc.mil/owa,https://webmail.ncte.hpc.mil/owa
https://webmail.isf.nmci.navy.mil,https://webmail.isf.nmci.navy.mil/
https://webmail.ncis.nmci.navy.mil,https://webmail.ncis.nmci.navy.mil/
https://sofwebmail.socom.mil,https://sofwebmail.socom.mil/
https://webmail.pacom.mil,https://webmail.pacom.mil/
https://webmail.exceptions.pacom.mil,https://webmail.exceptions.pacom.mil/
https://webmail.mil,https://webmail.mil/
https://web.mail.mil/owa,https://web.mail.mil/owa
Reset the NMCI login counter from NVD,https://deployables4.nadsuswe.nads.navy.mil/DMT/pages/default.aspx
link,https://deployables4.nadsuswe.nads.navy.mil/DMT/pages/default.aspx
DoD Safe,https://safe.apps.mil/
DISA,https://www.disa.mil/
Emergency Response,https://ffr.cnic.navy.mil/Family-Readiness/Fleet-And-Family-Support-Program/Work-and-Family-Life/Emergency-Response/
Employer Support of the Guard and Reserve,https://esgr.mil/
OSD.USERRA@mail.mil,mailto:OSD.USE%52R%41@%6D%61il.mil
Navy Employer Recognition Event (NERE),https://www.navyreserve.navy.mil/Resources/NERE/
Uniformed Services Employment and Reemployment Rights Act (USERRA),https://www.esgr.mil/USERRA/What-is-USERRA
NAVADMIN 012/25,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2025/NAV25012.txt
MILPERSMAN 1000-020,https://www.mynavyhr.navy.mil/Portals/55/Reference/MILPERSMAN/1000/1000General/1000-020.pdf?ver=HInhSDqnZQcLYjQVVFTm2Q%3d%3d
MILPERSMAN 1070-080,https://www.mynavyhr.navy.mil/Portals/55/Reference/MILPERSMAN/1000/1000General/1070-080.pdf?ver=g9jjy3-fBja9ywXO2iN1Hg%3d%3d
Profile Sheet,https://www.nsips.navy.mil/psp/PRDTRX01_3/EMPLOYEE/HRMS/c/ESR_SS_MNU.N_EAW_DASHBRD_CMP.GBL?&skipcnav=1
EAPS,https://prod.neas.netc.navy.mil/NEASRpts/Individual.aspx?utm_source=mnp%20public
NSIPS,https://www.nsips.cloud.navy.mil
Enlisted Leader Development (ELD),https://www.netc.navy.mil/Commands/Naval-Leadership-and-Ethics-Center/Naval-Leadership-and-Ethics-Command-Dam-Neck/Enlisted-Leader-Development-Courses/
MyNavy Portal (MNP),https://www.mnp.navy.mil/
NAVADMIN 254/21,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2021/NAV21254.txt?ver=hAxna013WolkG9pe-15jgg%3d%3d
Navy Personnel Command,https://www.mynavyhr.navy.mil/
Career Management,https://www.mynavyhr.navy.mil/Career-Management/
Personnel Conduct & Sep,https://www.mynavyhr.navy.mil/Career-Management/Personnel-Conduct-Sep/
Enlisted Separations,https://www.mynavyhr.navy.mil/Career-Management/Personnel-Conduct-Sep/Enlisted-Separations/
MPM 1910-704,https://www.mynavyhr.navy.mil/Portals/55/Reference/MILPERSMAN/1000/1900Separation/1910-704.pdf?ver=Xfp0_EKwmYBADIhtgOsbUA%3d%3d
MPM 1910-102,https://www.mynavyhr.navy.mil/Portals/55/Reference/MILPERSMAN/1000/1900Separation/1910-102%20.pdf?ver=OVhVfVusGKcI5nejpCuzyQ%3d%3d
MPM 1616-010,https://www.mynavyhr.navy.mil/Portals/55/Reference/MILPERSMAN/1000/1600Performance/1616-010.pdf?ver=VKILuCx-YSJB6cb6gP27fA%3d%3d
MPM 1910-208,https://www.mynavyhr.navy.mil/Portals/55/Reference/MILPERSMAN/1000/1900Separation/1910-208.pdf
BOL,https://www.bol.navy.mil/
ETJ (Electronic Training Jacket),https://ntmpsweb.dc3n.navy.mil/etjclient/DoDBanner.aspx
NSIPS,https://www.nsips.cloud.navy.mil
ESAMS,https://esams.cnic.navy.mil/esams_gen_2/loginesams.aspx
Navy Personnel Command,https://www.mynavyhr.navy.mil/
Record Management,https://www.mynavyhr.navy.mil/Career-Management/Records-Management/
Electronic Service Record (ESR),https://www.mynavyhr.navy.mil/Career-Management/Records-Management/Electronic-Service-Record-ESR/
ESR (Electronic Service Record),https://www.nsips.cloud.navy.mil
Navy Standard Integrated Personnel System,https://www.nsips.cloud.navy.mil
ESR Quick Start for all Sailors,https://www.mynavyhr.navy.mil/Portals/55/Career/RecordsManagement/ESR%20QuickStart.pdf?ver=kJcd4j6UNTvGgHzAm8lfSQ%3d%3d
https://www.nsips.navy.mil,https://www.nsips.navy.mil
nsipshelpdesk@navy.mil,mailto:N%73i%70%73h%65lp%64esk@na%76%79.mil
eSubmission,https://www.mynavyhr.navy.mil/Career-Management/Records-Management/Electronic-Submission/
MILPERSMAN 1070-111,https://www.mynavyhr.navy.mil/Portals/55/Reference/MILPERSMAN/1000/1000General/1070-111.pdf?ver=g1PKS3coIWyPLvBpVZbJTQ%3d%3d
Personnel Records Review,https://www.mynavyhr.navy.mil/Portals/55/Career/RecordsManagement/Personnel_Records_Review.pdf
ETJ (Electronic Training Jacket),https://ntmpsweb.dc3n.navy.mil/etjclient/DoDBanner.aspx
Navy eLearning,https://learning.nel.navy.mil/
Navy Personnel Command,https://www.mynavyhr.navy.mil/
Career Management,https://www.mynavyhr.navy.mil/Career-Management/
Performance Evaluation,https://www.mynavyhr.navy.mil/Career-Management/Performance-Evaluation/
1610.10H,https://www.mynavyhr.navy.mil/Portals/55/Reference/Instructions/BUPERS/BUPERSINST%201610.10.pdf
BUPERSINST 1610.10H,https://www.mynavyhr.navy.mil/Portals/55/Reference/Instructions/BUPERS/BUPERSINST%201610.10.pdf?ver=jPyrbyjQEykcLs-nVciLhw%3d%3d
Advancement Policy Update– NAVADMIN 312/18,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2018/NAV18312.txt
PERS-32,https://www.mynavyhr.navy.mil/Career-Management/Performance-Evaluation/
STATUS,https://www.mynavyhr.navy.mil/
Performance Evaluation,https://www.mynavyhr.navy.mil/Career-Management/Performance-Evaluation/
askmncc@navy.mil,mailto:%61%73kmncc@na%76y.mil
NAVFIT98A v33—Download,https://www.mn3p.navy.mil/web/performance/overview
Installation Instructions,https://www.mynavyhr.navy.mil/Portals/55/Career/PerformanceEvaluation/NAVFIT98A%20v2.2.0.32%20Installation%20Instructions%20P3.pdf?ver=PChQCGhncMk8kxP6VaiONg%3d%3d
FAQ,https://www.mynavyhr.navy.mil/Portals/55/Career/PerformanceEvaluation/NAVFIT98A%20v2.2.0.32%20Frequently%20Asked%20Questions.pdf?ver=q5FWHZcBjcowq2cikxZ0Hw%3d%3d
FLEET AND FAMILY SUPPORT CENTERS,https://ffr.cnic.navy.mil/Portals/76/Family_Readiness/Documents/FFSC%20Directory%202023.pdf?ver=NF8UFTv9_1p8KqCBYrSFgA%3d%3d
Navy Personnel Command,https://www.mynavyhr.navy.mil/
Support & Services,https://www.mynavyhr.navy.mil/Support-Services/
Culture & Resilience,https://www.mynavyhr.navy.mil/Support-Services/Culture-Resilience/
Family Advocacy,https://www.mynavyhr.navy.mil/Support-Services/Culture-Resilience/Family-Advocacy/
Family Advocacy Program (FAP),https://www.mynavyhr.navy.mil/Support-Services/Culture-Resilience/Family-Advocacy/
DoD Family Advocacy Program,https://www.militaryonesource.mil/preventing-violence-abuse/unhealthy-relationships/family-advocacy-program-support/
Family Advocacy Program,https://www.dvidshub.net/video/718117/family-advocacy-program
NPC LINK,https://navyfamily.navy.mil/cas/login?service=https%3A%2F%2Fnavyfamily.navy.mil%2F
Navy Personnel Command,https://www.mynavyhr.navy.mil/
Support & Services,https://www.mynavyhr.navy.mil/Support-Services/
Culture & Resilience,https://www.mynavyhr.navy.mil/Support-Services/Culture-Resilience/
Family Readiness,https://www.mynavyhr.navy.mil/Support-Services/Culture-Resilience/Family-Readiness/
Family Care Plan,https://www.mynavyhr.navy.mil/Support-Services/Culture-Resilience/Family-Readiness/Family-Care-Plan/
DODINST 1342.19,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodi/134219p.pdf?ver=2019-08-12-151117-403
"OPNAVINST 1740,40E","https://www.secnav.navy.mil/doni/Directives/01000%20Military%20Personnel%20Support/01-700%20Morale,%20Community%20and%20Religious%20Services/1740.4E.pdf"
MILPERSMAN 1910-124,https://www.mynavyhr.navy.mil/Portals/55/Reference/MILPERSMAN/1000/1900Separation/1910-124.pdf?ver=9x7XO8Un0s702J-l5iJMng%3d%3d
NAVADMIN 281/14,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2014/NAV14281.txt?ver=WRZDTtdyP4fHyltoXcmNPg%3d%3d
DON Family Care Plan Certificate,https://www.mynavyhr.navy.mil/Portals/55/Reference/Forms/NAVPERS/NAVPERS_1740-6_Rev02-22.pdf?ver=MCpf_Xo1LhYYZxmavm66YQ%3d%3d
Family Care Plan Arrangements,https://www.mynavyhr.navy.mil/Portals/55/Reference/Forms/NAVPERS/NAVPERS_1740-7_Rev02-11.pdf?ver=wJniFH6PCroMjWh050o3bw%3d%3d
Service Members Civil Relief Act,https://scra.dmdc.osd.mil/scra/#/home
Navy Personnel Command,https://www.mynavyhr.navy.mil/
Support & Services,https://www.mynavyhr.navy.mil/Support-Services/
Culture & Resilience,https://www.mynavyhr.navy.mil/Support-Services/Culture-Resilience/
Family Readiness,https://www.mynavyhr.navy.mil/Support-Services/Culture-Resilience/Family-Readiness/
Fleet Family Support,https://www.mynavyhr.navy.mil/Support-Services/Culture-Resilience/Family-Readiness/Fleet-Family-Support/
Family Employment,https://ffr.cnic.navy.mil/Family-Readiness/Fleet-And-Family-Support-Program/Work-and-Family-Life/Family-Employment/
Navy Personnel Command,https://www.mynavyhr.navy.mil/
Support & Services,https://www.mynavyhr.navy.mil/Support-Services/
Culture & Resilience,https://www.mynavyhr.navy.mil/Support-Services/Culture-Resilience/
Family Readiness,https://www.mynavyhr.navy.mil/Support-Services/Culture-Resilience/Family-Readiness/
Fleet Family Support,https://www.mynavyhr.navy.mil/Support-Services/Culture-Resilience/Family-Readiness/Fleet-Family-Support/
Family Readiness,https://ffr.cnic.navy.mil/Family-Readiness/
MID ATLANTIC FFR INDOC,https://www.youtube.com/watch?v=HpA00LU6KJY&t=1s&ab_channel=NavyFleetandFamilyReadiness
Navy Personnel Command,https://www.mynavyhr.navy.mil/
Career Management,https://www.mynavyhr.navy.mil/Career-Management/
Performance Evaluation,https://www.mynavyhr.navy.mil/Career-Management/Performance-Evaluation/
Navy Personnel Command,https://www.mynavyhr.navy.mil/
Career Management,https://www.mynavyhr.navy.mil/Career-Management/
Performance Evaluation,https://www.mynavyhr.navy.mil/Career-Management/Performance-Evaluation/
FITREP EVAL Reports RSCA,https://www.mynavyhr.navy.mil/Career-Management/Performance-Evaluation/FITREP-EVAL-Reports-RSCA/
1610.10H,https://www.mynavyhr.navy.mil/Portals/55/Reference/Instructions/BUPERS/BUPERSINST%201610.10.pdf
BUPERSINST 1610.10H,https://www.mynavyhr.navy.mil/Portals/55/Reference/Instructions/BUPERS/BUPERSINST%201610.10.pdf
STATUS,https://www.mynavyhr.navy.mil/
Performance Evaluation,https://www.mynavyhr.navy.mil/Career-Management/Performance-Evaluation/
askmncc@navy.mil,mailto:%61%73kmncc@na%76y.mil
NAVFIT98A v33—Download,https://www.mn3p.navy.mil/web/performance/overview
Installation Instructions,https://www.mynavyhr.navy.mil/Portals/55/Career/PerformanceEvaluation/NAVFIT98A%20v2.2.0.32%20Installation%20Instructions%20P3.pdf?ver=PChQCGhncMk8kxP6VaiONg%3d%3d
FAQ,https://www.mynavyhr.navy.mil/Portals/55/Career/PerformanceEvaluation/NAVFIT98A%20v2.2.0.32%20Frequently%20Asked%20Questions.pdf?ver=q5FWHZcBjcowq2cikxZ0Hw%3d%3d
Performance Summary Record,https://www.bol.navy.mil/
NAVADMIN 123/24,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2024/NAV24123.txt?ver=AOpdxhH0MhDkgBcHto3AWg%3D%3D
Flank Speed,https://webmail.apps.mil/mail/
Transition Info,https://www.navyreserve.navy.mil/Resources/Flank-Speed-Transition/
FAQ,https://portal.secnav.navy.mil/orgs/OPNAV/N2N6/DDCION/FlankSpeed
"Flank Speed 101 Brief, Flank Speed “Slick Sheets",https://portal.secnav.navy.mil/orgs/OPNAV/N2N6/DDCION/FlankSpeed/Shared%20Documents/FlankSpeed_101_SlickSheet_v3.pdf
Flank Speed SharePoint,https://private.navyreserve.navy.mil/rcc/NRSE_FW/N6%20Flank%20Speed/Forms/AllItems.aspx?InitialTabId=Ribbon%2ERead&VisibilityContext=WSSTabPersistence
https://portal.apps.mil,https://portal.apps.mil/
https://portal.apps.deas.mil/,https://portal.apps.deas.mil/
https://portal.apps.mil,https://portal.apps.mil
"Flank Speed: Past, Present, Future",https://www.doncio.navy.mil/mobile/ContentView.aspx?ID=16062&TypeID=21
PEO Digital,https://www.peodigital.navy.mil/
Flank Speed Outlook Guide,https://militarycac.com/PDFs/FS_2_OutlookGuide16NOV2021.pdf
Flank Speed SharePoint Online (SPO),https://flankspeed.sharepoint-mil.us/sites/RM_Home
Source,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2022/NAV22030.txt
